"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
copcs_vvd_painatleast3months,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">2. Did you ever have pain/discomfort in the vulva that continued to be a problem (either continuously, or off and on) for </span><span style=""text-decoration: underline;"">at least 3 months</span><span style=""font-weight: normal;"">?</span></p></div>","0, No|1, Yes",,,,,,"[copcs_demo_sex] = '2' and
[copcs_femalegenitalpain] = '1' or
[copcs_demo_sex] = '2' and
[bodymap3(copcs14)]='1'",y,LV,,,,
copcs_vvd_currentdiagnosis,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8c1515;"">PROGRAMMING NOTE: </span><span style=""color: #8c1515;"">IF 1 = YES AND 2 = YES, CHECK THE ""CURRENT VULVODYNIA"" BOX.</span></p></div>","if(
    [copcs_vvd_painever]=""""
    OR
    [copcs_vvd_painatleast3months] ="""","""",
        if(
            [copcs_vvd_painever]= 1 
            AND
            [copcs_vvd_painatleast3months]= 1,1,0
        )
)","Current Vulvodynia",,,,,,,,,,," @HIDDEN-SURVEY"
copcs_vvd_6m_painfreq,copcs,"<div class=""rich-text-field-label""></div>",radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">6. How many days have you had vulvar pain or discomfort in the </span><u>last 6 months</u><span style=""font-weight: normal;"">?</span></p></div>","0, None|1, Less than 10|2, More than 10 but less than 20|3, 20 or more",,,,,,[copcs_vvd_currentdiagnosis]=1,y,LV,,,," @HIDDEN"
copcs_vvd_frequentflag,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #2dc26b;""><span style=""color: #8c1515;"">IF 6 = ""MORE THAN 10"" OR ""20 OR MORE"" CHECK THE ""FREQUENT"" BOX.</span> </span></p></div>","if(     [copcs_vvd_6m_painfreq]="""","""",     if(         [copcs_vvd_6m_painfreq]>=2,1,0     ) )",Frequent,,,,,,,,,,," @HIDDEN"
copcs_vvd_infrequentflag,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8c1515;"">IF 6= ""LESS THAN 10"" CHECK ""INFREQUENT"" BOX</span></p></div>","if(     [copcs_vvd_6m_painfreq]="""","""",     if(         [copcs_vvd_6m_painfreq] <= 1,1,0     ) )",iNFREQUENT,,,,,,,,,,," @HIDDEN"
copcs_endo_laparoscopyconfirmed,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">2. Was your diagnosis confirmed by laparoscopy or laparotomy (a surgical diagnostic procedure)?</span></p></div>","0, No|1, Yes",,,,,,[copcs_endodiagnosis]=1,y,LV,,,,
copcs_endo_diagnosis,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">IF 1 = YES AND 2 = YES, CHECK ""ENDOMETRIOSIS"" BOX</span><br /><span style=""color: #8C1515;"">PROGRAMMING SPEC: IF ""ENDO"" = 0, STOP.</span></p></div>","if(
    [copcs_endo_physiciandiagnosed]="""" OR
    [copcs_endo_laparoscopyconfirmed]=""""
    ,"""",
    if(
        [copcs_endo_physiciandiagnosed]=1 AND
        [copcs_endo_laparoscopyconfirmed]=1
        ,1,0
    )
)",Endometriosis,,,,,,,,,,," @HIDDEN-SURVEY"
copcs_endo_physiciandiagnosed,copcs,"<div class=""rich-text-field-label""><div style=""background-color: #cffbbb; height: 10px; width: 100%;""> </div> <p><span style=""text-decoration: underline;"">Instructions</span><span style=""font-weight: normal;"">: You have reached this module because you indicated being diagnosed with endometriosis. Please answer the following questions.</span></p></div>",radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">1. Was your diagnosis of endometriosis diagnosed by a physician?</span></p></div>","0, No|1, Yes",,,,,,[copcs_endodiagnosis]=1,y,LV,,,,
copcs_endo_painpelvic,copcs,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">3. In the </span><span style=""text-decoration: underline;"">last 6 months</span><span style=""font-weight: normal;"">, have you had pain or discomfort associated with any of the following:</span></p></div>",radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">a. pelvic region</span></p></div>","0, No|1, Yes",,,,,,[copcs_endo_diagnosis]=1,y,LV,,,,
copcs_endo_painlowerabdomen,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">b. lower abdomen</span></p></div>","0, No|1, Yes",,,,,,[copcs_endo_diagnosis]=1,y,LV,,,,
copcs_endo_painmenstrualperiods,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">c. menstrual periods</span></p></div>","0, No|1, Yes",,,,,,[copcs_endo_diagnosis]=1,y,LV,,,,
copcs_endo_painbladder,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">d. bladder</span></p></div>","0, No|1, Yes",,,,,,[copcs_endo_diagnosis]=1,y,LV,,,,
copcs_endo_painvagintercourse,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">e. deep vaginal penetration (vaginal intercourse or insertion)</span></p></div>","0, No|1, Yes",,,,,,[copcs_endo_diagnosis]=1,y,LV,,,,
copcs_endo_painbowelmovements,copcs,,radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb;""><span style=""font-weight: normal;"">f. bowel movements</span></p></div>","0, No|1, Yes",,,,,,[copcs_endo_diagnosis]=1,y,,,,,
copcs_endo_howlongpain,copcs,"<div class=""rich-text-field-label""></div>",radio,"<div class=""rich-text-field-label""><p style=""background-color: #cffbbb; margin-bottom: 0in; line-height: normal;""><span style=""font-weight: normal;"">4. How long has the feeling of pain or discomfort in your lower abdomen or pelvic area been an ongoing problem for you?</span></p></div>","1, Less than 30 days|2, 1-2 months|3, 3-5 months|4, 6-11 months|5, 1-5 years|6, More than 5 years",,,,,,[copcs_endo_diagnosis]=1,y,LV,,,,
copcs_endo_withpainflag,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8C1515;"">IF ""ENDOMETRIOSIS"" BOX IS CHECKED, AND ANY ITEM UNDER 3 = YES AND ITEM 4 INDICATES ≥ 3 MONTHS, THEN CHECK ""ENDOMETRIOSIS WITH PAIN"" BOX </span></p></div>","if([copcs_endo_diagnosis]=1,
    if(
        [copcs_endo_painpelvic]="""" OR
        [copcs_endo_painlowerabdomen]="""" OR
        [copcs_endo_painmenstrualperiods]="""" OR
        [copcs_endo_painbladder]="""" OR
        [copcs_endo_painvagintercourse]="""" OR
        [copcs_endo_painbowelmovements]="""" OR
        [copcs_endo_howlongpain]=""""
        ,"""",
        if(
            [copcs_endo_painpelvic]=1 OR
               [copcs_endo_painlowerabdomen]=1 OR
               [copcs_endo_painmenstrualperiods]=1 OR
               [copcs_endo_painbladder]=1 OR
               [copcs_endo_painvagintercourse]=1 OR
               [copcs_endo_painbowelmovements]=1
                ,if([copcs_endo_howlongpain]>=3,1,0)
        ,0)
    )
,"""")","Endometriosis with pain",,,,,,,,,,," @HIDDEN-SURVEY"
copcs_numberofconditions,copcs,,calc,"<div class=""rich-text-field-label""><p><span style=""color: #8c1515;"">Number of Conditions (0-10)</span></p> <p> </p> <table style=""border-collapse: collapse; width: 38.2212%; border-color: #8c1515; border-style: solid;"" border=""1""> <tbody> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">Chronic Low Back Pain</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_clbp_diagnosis]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">Endometriosis</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_endo_diagnosis]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">Fibromyalgia</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[new_copcs_fm_box]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">IBS</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_ibs_diagnosis]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">IC/BPS</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_icbps_box]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">Prostatitis</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[chron_prost_box]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">ME/CFS</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_mecfs_diagnosis]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">Migraine-type headache</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_mitth_migraineflag]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">Tension-type headache</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_mitth_tensionheadacheflag]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">TMD</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_tmd_diagnosis]</span></td> </tr> <tr> <td style=""width: 38.001%;""><span style=""color: #8c1515;"">VVD</span></td> <td style=""height: 14.25pt; width: 61.999%;""><span style=""color: #8c1515;"">[copcs_vvd_currentdiagnosis]</span></td> </tr> </tbody> </table></div>","sum( [new_copcs_fm_box], [copcs_mecfs_diagnosis], [copcs_mitth_tensionheadacheflag], [copcs_mitth_migraineflag], [copcs_tmd_diagnosis], [copcs_ibs_diagnosis], [copcs_clbp_diagnosis], [copcs_icbps_box], [chron_prost_box], [copcs_vvd_currentdiagnosis], [copcs_endo_diagnosis] )",,,,,,,,,,,," @HIDDEN-SURVEY"
new_cat_nodx,copcs,,descriptive,"<div class=""rich-text-field-label""><h4>Overlapping conditions: No diagnoses</h4></div>",,,,,,,"[copcs_numberofconditions] = '0'",,,,,," @HIDDEN-SURVEY"
new_cat_1dx,copcs,,descriptive,"<div class=""rich-text-field-label""><h4>Overlapping conditions: 1 diagnosis</h4></div>",,,,,,,"[copcs_numberofconditions] = '1'",,,,,," @HIDDEN-SURVEY"
new_cat_2_3dx,copcs,,descriptive,"<div class=""rich-text-field-label""><h4>Overlapping conditions: 2 or 3 diagnoses</h4></div>",,,,,,,"[copcs_numberofconditions] >= 2 and [copcs_numberofconditions] <= 3",,,,,," @HIDDEN-SURVEY"
new_cat_gtr3dx,copcs,,descriptive,"<div class=""rich-text-field-label""><h4>Overlapping conditions: >3 diagnoses</h4></div>",,,,,,,"[copcs_numberofconditions] > 3",,,,,," @HIDDEN-SURVEY"
conditions_text,copcs,,descriptive,"<div class=""rich-text-field-label""><p> </p> <h4>Possible Conditions: [copcs_numberofconditions]</h4></div>",,,,,,,,,,,,," @HIDDEN"
dx_clbp_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Chronic Low Back Pain</p></div>",,,,,,,[copcs_clbp_diagnosis]=1,,,,,," @HIDDEN"
dx_endo_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Endometriosis</p></div>",,,,,,,[copcs_endo_diagnosis]=1,,,,,," @HIDDEN"
dx_fm_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Fibromyalgia</p></div>",,,,,,,[new_copcs_fm_box]=1,,,,,," @HIDDEN"
dx_ibs_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Irritable Bowel Syndrome (IBS)</p></div>",,,,,,,[copcs_ibs_diagnosis]=1,,,,,," @HIDDEN"
dx_migraine_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Migraine-type Headache</p></div>",,,,,,,[copcs_mitth_migraineflag]=1,,,,,," @HIDDEN"
dx_mecfs_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Myalgic Encephalomyelitis / Chronic Fatigue Syndrome</p></div>",,,,,,,[copcs_mecfs_diagnosis]=1,,,,,," @HIDDEN"
dx_tmd_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Temporomandibular Disorder (TMD)</p></div>",,,,,,,[copcs_tmd_diagnosis]=1,,,,,," @HIDDEN"
dx_tension_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Tension-type Headache</p></div>",,,,,,,[copcs_mitth_tensionheadacheflag]=1,,,,,," @HIDDEN"
dx_icbps_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Urologic Chronic Pelvic Pain Syndrome (UCPPS) with Interstitial Cystitis/Bladder Pain Syndrome (IC/BPS)</p></div>",,,,,,,"[copcs_icbps_box] = 1 AND [chron_prost_box] <> 1",,,,,," @HIDDEN"
dx_cpps_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Urologic Chronic Pelvic Pain Syndrome (UCPPS) with Chronic Prostatitis (CPPS)</p></div>",,,,,,,"[chron_prost_box] = 1 AND [copcs_icbps_box] = 0",,,,,," @HIDDEN"
dx_ucpps_both_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Urologic Chronic Pelvic Pain Syndrome (UCPPS) with Interstitial Cystitis/Bladder Pain Syndrome (IC/BPS) and Chronic Prostatitis (CPPS)</p></div>",,,,,,,"[chron_prost_box] = 1 AND [copcs_icbps_box] = 1",,,,,," @HIDDEN"
dx_vvd_y,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Vulvodynia</p></div>",,,,,,,[copcs_vvd_currentdiagnosis]=1,,,,,," @HIDDEN"
dx_ni,copcs,,descriptive,"<div class=""rich-text-field-label""><p> </p> <h4>Not indicated</h4></div>",,,,,,,,,,,,," @HIDDEN"
dx_clbp_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Chronic Low Back Pain</p></div>",,,,,,,[copcs_clbp_diagnosis]<>1,,,,,," @HIDDEN"
dx_endo_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Endometriosis</p></div>",,,,,,,"[copcs_endo_diagnosis]<>1 and [copcs_demo_sex] = '2'",,,,,," @HIDDEN"
dx_fm_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Fibromyalgia</p></div>",,,,,,,[new_copcs_fm_box]<>1,,,,,," @HIDDEN"
dx_ibs_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Irritable Bowel Syndrome (IBS)</p></div>",,,,,,,[copcs_ibs_diagnosis]<>1,,,,,," @HIDDEN"
dx_migraine_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Migraine-type Headache</p></div>",,,,,,,[copcs_mitth_migraineflag]<>1,,,,,," @HIDDEN"
dx_mecfs_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Myalgic Encephalomyelitis / Chronic Fatigue Syndrome</p></div>",,,,,,,[copcs_mecfs_diagnosis]<>1,,,,,," @HIDDEN"
dx_tmd_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Temporomandibular Disorder (TMD)</p></div>",,,,,,,[copcs_tmd_diagnosis]<>1,,,,,," @HIDDEN"
dx_tension_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Tension-type Headache</p></div>",,,,,,,[copcs_mitth_tensionheadacheflag]<>1,,,,,," @HIDDEN"
dx_icbps_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Urologic Chronic Pelvic Pain Syndrome (UCPPS) with Interstitial Cystitis/Bladder Pain Syndrome (IC/BPS)</p></div>",,,,,,,"[chron_prost_box] = 1 AND [copcs_icbps_box] <> 1",,,,,," @HIDDEN"
dx_cpps_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Urologic Chronic Pelvic Pain Syndrome (UCPPS) with Chronic Prostatitis (CPPS)</p></div>",,,,,,,"[chron_prost_box] = 0 AND [copcs_icbps_box] = 1",,,,,," @HIDDEN"
dx_ucpps_both_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Urologic Chronic Pelvic Pain Syndrome (UCPPS) with Interstitial Cystitis/Bladder Pain Syndrome (IC/BPS) and Chronic Pelvic Pain Syndrome (CPPS)</p></div>",,,,,,,"[chron_prost_box] = 0 AND [copcs_icbps_box] = 0",,,,,," @HIDDEN"
dx_vvd_n,copcs,,descriptive,"<div class=""rich-text-field-label""><p>◾️ Vulvodynia</p></div>",,,,,,,"[copcs_vvd_currentdiagnosis] <>1 and [copcs_demo_sex] = '2'",,,,,," @HIDDEN"
promis_pain_int_1,promis_pain_intensity_29fba2,,radio,"<div class=""rich-text-field-label""><p>In the past 7 days</p> <p>How intense was your pain at its worst?</p></div>","1, Had no pain | 2, Mild | 3, Moderate | 4, Severe | 5, Very Severe",,,,,,,,,,,,
promis_pain_int_2,promis_pain_intensity_29fba2,,radio,"<div class=""rich-text-field-label""><p>In the past 7 days</p> <p>How intense was your average pain?</p></div>","1, Had no pain | 2, Mild | 3, Moderate | 4, Severe | 5, Very Severe",,,,,,,,,,,,
promis_pain_int_3,promis_pain_intensity_29fba2,,radio,"<div class=""rich-text-field-label""><p>What is your level of pain right now?</p></div>","1, No pain | 2, Mild | 3, Moderate | 4, Severe | 5, Very Severe",,,,,,,,,,,,
promis_pain_int_4,promis_pain_intensity_29fba2,,slider,"<div class=""rich-text-field-label""><p>In the past 7 days</p> <p>How would you rate your pain on average? </p></div>","0, No pain |  | 10, Worst imaginable pain",,number,1,10,,,,RH,,,,
pain_interference_instructions,promis_pain_interference,,descriptive,"<div class=""rich-text-field-label""><p>Please respond to each question or statement by selecting one answer per question. <br><br>Over the past 7 days:</p></div>",,,,,,,,,,,,,
pain_interference_1,promis_pain_interference,,radio,"How much did pain interfere with your day to day activities?  ","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
pain_interference_2,promis_pain_interference,,radio,"How much did pain interfere with work around the home?  ","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
pain_interference_3,promis_pain_interference,,radio,"How much did pain interfere with your ability to participate in social activities?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
pain_interference_4,promis_pain_interference,,radio,"How much did pain interfere with your household chores?  ","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
pain_interference_5,promis_pain_interference,,radio,"How much did pain interfere with the things you usually do for fun?  ","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
pain_interference_6,promis_pain_interference,,radio,"How much did pain interfere with your enjoyment of social activities?  ","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
pain_interference_7,promis_pain_interference,,radio,"How much did pain interfere with your enjoyment of life?  ","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
pain_interference_8,promis_pain_interference,,radio,"How much did pain interfere with your family life?  ","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
physical_function,promis_physical_function,,descriptive,"Please respond to each item by selecting one answer per question.",,,,,,,,,,,,,
physical_function_1,promis_physical_function,,radio,"Are you able to do chores such as vacuuming or yard work? ","5, Without any difficulty | 4, With a little difficulty | 3, With some difficulty | 2, With much difficulty | 1, Unable to do",,,,,,,,,,,,
physical_function_2,promis_physical_function,,radio,"Are you able to go up and down stairs at a normal pace? ","5, Without any difficulty | 4, With a little difficulty | 3, With some difficulty | 2, With much difficulty | 1, Unable to do",,,,,,,,,,,,
physical_function_3,promis_physical_function,,radio,"Are you able to go for a walk of at least 15 minutes? ","5, Without any difficulty | 4, With a little difficulty | 3, With some difficulty | 2, With much difficulty | 1, Unable to do",,,,,,,,,,,,
physical_function_4,promis_physical_function,,radio,"Are you able to run errands and shop? ","5, Without any difficulty | 4, With a little difficulty | 3, With some difficulty | 2, With much difficulty | 1, Unable to do",,,,,,,,,,,,
ashs_q1,adult_situational_hope_scale,"Read each item carefully. Using the scale shown below, please select the number that best describes you and put that number in the blank provided.
",radio,"I can think of many ways to get out of a jam. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q2,adult_situational_hope_scale,,radio,"I am energetically pursuing my goals. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q3,adult_situational_hope_scale,,radio,"I feel tired most of the time.","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q4,adult_situational_hope_scale,,radio,"There are lots of ways around any problem. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q5,adult_situational_hope_scale,,radio,"I am easily downed in an argument.","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q6,adult_situational_hope_scale,,radio,"I can think of many ways to get the things in life that are important to me. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
asha_q7,adult_situational_hope_scale,,radio,"I worry about my health. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q8,adult_situational_hope_scale,,radio,"Even when others get discouraged, I know I can find a way to solve the problem. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q9,adult_situational_hope_scale,,radio,"My past experiences have prepared me well for my future. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q10,adult_situational_hope_scale,,radio,"I have been pretty successful in life. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q11,adult_situational_hope_scale,,radio,"I usually find myself worrying about something. ","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
ashs_q12,adult_situational_hope_scale,,radio,"I meet the goals that I set for myself.","1, 1 = Definitely False | 2, 2 = Mostly False | 3, 3 = Somewhat False | 4, 4 = Slightly False | 5, 5 = Slightly True | 6, 6 = Somewhat True | 7, 7 = Mostly True | 8, 8 = Definitely True",,,,,,,,,,,,
promis_edanx01,promis_sf_v10_anxiety_8a,,radio,"In the past 7 days
I felt fearful","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
promis_edanx40,promis_sf_v10_anxiety_8a,,radio,"In the past 7 days
I found it hard to focus on anything other than my anxiety","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
promis_edanx41,promis_sf_v10_anxiety_8a,,radio,"In the past 7 days
My worries overwhelmed me","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
promis_edanx53,promis_sf_v10_anxiety_8a,,radio,"In the past 7 days
I felt uneasy","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
promis_edanx46,promis_sf_v10_anxiety_8a,,radio,"In the past 7 days
I felt nervous","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
promis_edanx07,promis_sf_v10_anxiety_8a,,radio,"In the past 7 days
I felt like I needed help for my anxiety","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
promis_edanx05,promis_sf_v10_anxiety_8a,,radio,"In the past 7 days
I felt anxious","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
promis_edanx54,promis_sf_v10_anxiety_8a,,radio,"In the past 7 days
I felt tense","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
promis_depression,promis_depression,,descriptive,"Please respond to each question or statement by selecting one box per question. ",,,,,,,,,,,,,
depression_1,promis_depression,,radio,"I felt worthless ","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
depression_2,promis_depression,,radio,"I felt helpless ","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
depression_3,promis_depression,,radio,"I felt depressed ","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
depression_4,promis_depression,,radio,"I felt hopeless ","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
depression_5,promis_depression,,radio,"I felt like a failure ","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
depression_6,promis_depression,,radio,"I felt unhappy ","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
depression_7,promis_depression,,radio,"I felt that I had nothing to look forward to ","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
depression_8,promis_depression,,radio,"I felt that nothing could cheer me up ","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
depression_score,promis_depression,,calc,Score,[depression_1]+[depression_2]+[depression_3]+[depression_4]+[depression_5]+[depression_6]+[depression_7]+[depression_8],,,,,,,,,,,," @HIDDEN-SURVEY"
